"age","gender","declared_income","premium_term","policy_term","premium_amount","booking_frequency","location","policy_type","current_status"
35,"male",1450000,10,20,32227,"Quarterly","urban","ULIP","married"
36,"female",8e+05,10,20,14206,"Yearly","semi-urban","Term","widow"
58,"female",1300000,30,40,30986,"Monthly","semi-urban","ULIP","married"
33,"male",550000,20,30,13809,"Monthly","semi-urban","Term","married"
55,"male",1400000,25,35,34287,"Monthly","urban","ULIP","married"
49,"female",750000,25,35,20188,"Monthly","urban","Endowment","married"
24,"female",2e+05,5,15,11894,"Quarterly","urban","Term","married"
26,"male",450000,10,20,8843,"Quarterly","semi-urban","Term","widow"
58,"male",350000,20,30,16932,"Monthly","semi-urban","Endowment","unmarried"
40,"male",5e+05,10,20,17634,"Monthly","urban","Term","unmarried"
38,"male",250000,10,20,10312,"Quarterly","semi-urban","Term","unmarried"
60,"male",4e+05,25,35,22912,"Quarterly","urban","Endowment","married"
27,"female",2e+05,5,15,9050,"Monthly","rural","Term","married"
52,"male",450000,20,30,18084,"Monthly","rural","Endowment","married"
59,"male",1300000,20,30,30089,"Monthly","urban","ULIP","married"
24,"female",1150000,10,20,24923,"Monthly","rural","ULIP","unmarried"
24,"female",1050000,10,20,23278,"Monthly","rural","ULIP","married"
58,"male",1450000,25,35,32318,"Quarterly","semi-urban","ULIP","married"
58,"male",650000,30,40,22111,"Yearly","urban","Endowment","unmarried"
22,"male",1500000,10,20,31518,"Monthly","rural","ULIP","married"
58,"male",3e+05,30,40,16870,"Yearly","semi-urban","Endowment","married"
60,"female",1150000,25,35,29594,"Half_yearly","urban","ULIP","married"
56,"female",450000,30,40,19744,"Quarterly","urban","Endowment","married"
34,"female",7e+05,10,20,16191,"Monthly","rural","Term","unmarried"
18,"male",9e+05,10,20,15576,"Half_yearly","semi-urban","Term","married"
29,"male",250000,5,15,9810,"Quarterly","semi-urban","Term","married"
39,"female",1050000,10,20,27463,"Monthly","semi-urban","ULIP","married"
52,"male",1400000,30,40,33256,"Quarterly","urban","ULIP","married"
25,"male",7e+05,10,20,16324,"Monthly","urban","Term","unmarried"
30,"female",9e+05,10,20,16580,"Monthly","semi-urban","Term","unmarried"
44,"female",7e+05,20,30,18036,"Quarterly","urban","Term","married"
26,"male",3e+05,10,20,9349,"Monthly","rural","Term","widow"
21,"male",650000,10,20,13620,"Monthly","urban","Term","married"
26,"female",7e+05,10,20,14820,"Quarterly","urban","Term","married"
58,"male",2e+05,30,40,16762,"Quarterly","semi-urban","Endowment","unmarried"
36,"male",5e+05,15,25,12074,"Quarterly","urban","Term","unmarried"
18,"female",4e+05,10,20,8713,"Monthly","rural","Term","married"
27,"male",9e+05,5,15,14915,"Quarterly","rural","Term","married"
29,"female",350000,10,20,11802,"Quarterly","urban","Term","unmarried"
42,"female",5e+05,30,40,14133,"Half_yearly","semi-urban","Term","married"
59,"male",7e+05,20,30,21459,"Quarterly","rural","Endowment","widow"
40,"female",9e+05,15,25,18057,"Monthly","urban","Term","unmarried"
36,"female",9e+05,15,25,15645,"Quarterly","rural","Term","married"
43,"female",8e+05,25,35,14375,"Half_yearly","semi-urban","Term","married"
36,"female",850000,10,20,18688,"Quarterly","urban","Term","married"
34,"female",1e+06,15,25,18625,"Half_yearly","semi-urban","Term","married"
42,"female",1150000,25,35,26642,"Quarterly","semi-urban","ULIP","unmarried"
52,"male",6e+05,25,35,21944,"Monthly","urban","Endowment","unmarried"
18,"male",5e+05,5,15,12091,"Quarterly","rural","Term","married"
27,"female",850000,10,20,14358,"Monthly","rural","Term","married"
33,"male",450000,20,30,10691,"Monthly","semi-urban","Term","unmarried"
21,"male",3e+05,10,20,9194,"Half_yearly","rural","Term","married"
34,"male",750000,20,30,11107,"Monthly","semi-urban","Term","married"
55,"female",1200000,20,30,30095,"Monthly","urban","ULIP","married"
53,"male",950000,25,35,24422,"Quarterly","rural","Endowment","married"
23,"female",1100000,10,20,29052,"Monthly","urban","ULIP","married"
26,"female",1350000,5,15,30469,"Quarterly","urban","ULIP","unmarried"
54,"male",6e+05,30,40,22226,"Quarterly","urban","Endowment","married"
41,"female",8e+05,30,40,18277,"Monthly","urban","Term","married"
29,"female",6e+05,5,15,13100,"Quarterly","semi-urban","Term","unmarried"
22,"male",8e+05,5,15,17550,"Yearly","urban","Term","unmarried"
26,"female",1150000,10,20,26144,"Monthly","semi-urban","ULIP","married"
60,"female",1100000,30,40,30951,"Quarterly","urban","ULIP","married"
23,"male",1450000,5,15,32590,"Half_yearly","urban","ULIP","married"
29,"female",950000,5,15,15032,"Monthly","rural","Term","married"
55,"male",7e+05,20,30,20752,"Yearly","rural","Endowment","unmarried"
43,"male",1400000,20,30,30867,"Quarterly","rural","ULIP","married"
52,"male",4e+05,20,30,17609,"Quarterly","semi-urban","Endowment","married"
49,"male",5e+05,20,30,17327,"Quarterly","rural","Endowment","unmarried"
50,"female",950000,20,30,21409,"Yearly","rural","Endowment","married"
19,"female",450000,10,20,8666,"Quarterly","rural","Term","married"
41,"female",1500000,30,40,32390,"Quarterly","rural","ULIP","married"
27,"female",8e+05,10,20,12095,"Monthly","rural","Term","married"
45,"male",1e+06,25,35,21728,"Quarterly","urban","Term","married"
31,"male",2e+05,15,25,7753,"Monthly","rural","Term","unmarried"
53,"female",5e+05,25,35,22851,"Quarterly","urban","Endowment","married"
19,"male",8e+05,5,15,12996,"Quarterly","rural","Term","married"
26,"male",7e+05,10,20,14219,"Quarterly","urban","Term","married"
51,"female",250000,30,40,18524,"Monthly","urban","Endowment","unmarried"
28,"female",750000,10,20,16889,"Quarterly","urban","Term","married"
38,"male",1500000,10,20,33485,"Quarterly","urban","ULIP","married"
29,"male",4e+05,5,15,10601,"Yearly","semi-urban","Term","married"
40,"male",1350000,20,30,30331,"Half_yearly","urban","ULIP","married"
32,"male",650000,15,25,17960,"Monthly","urban","Term","married"
46,"male",1300000,25,35,28548,"Monthly","rural","ULIP","unmarried"
33,"male",2e+05,15,25,14192,"Yearly","urban","Term","married"
40,"male",850000,10,20,20925,"Monthly","urban","Term","married"
60,"male",8e+05,20,30,27634,"Half_yearly","urban","Endowment","married"
53,"female",8e+05,30,40,24852,"Yearly","urban","Endowment","married"
47,"female",1300000,30,40,28876,"Monthly","urban","ULIP","unmarried"
58,"female",8e+05,20,30,20503,"Yearly","semi-urban","Endowment","unmarried"
34,"male",950000,10,20,16596,"Quarterly","urban","Term","married"
52,"male",1e+06,25,35,24707,"Quarterly","semi-urban","Endowment","unmarried"
46,"female",850000,30,40,24283,"Monthly","urban","Endowment","married"
54,"female",7e+05,20,30,24984,"Quarterly","urban","Endowment","married"
47,"female",2e+05,20,30,16077,"Monthly","rural","Endowment","married"
37,"female",9e+05,10,20,17058,"Quarterly","urban","Term","married"
32,"male",1300000,15,25,26121,"Half_yearly","semi-urban","ULIP","married"
44,"female",1200000,20,30,30043,"Quarterly","rural","ULIP","unmarried"
49,"female",750000,30,40,20373,"Monthly","semi-urban","Endowment","married"
25,"female",8e+05,10,20,17842,"Quarterly","urban","Term","married"
21,"male",650000,5,15,13357,"Quarterly","rural","Term","married"
29,"female",650000,10,20,12542,"Monthly","semi-urban","Term","married"
37,"female",1500000,10,20,31087,"Quarterly","semi-urban","ULIP","married"
58,"female",1e+06,30,40,25530,"Quarterly","semi-urban","Endowment","married"
19,"male",750000,10,20,17857,"Monthly","urban","Term","married"
25,"female",250000,5,15,12083,"Half_yearly","urban","Term","married"
59,"male",6e+05,30,40,25896,"Half_yearly","urban","Endowment","unmarried"
32,"female",550000,10,20,10368,"Yearly","semi-urban","Term","unmarried"
36,"female",950000,15,25,18690,"Half_yearly","semi-urban","Term","married"
26,"male",650000,5,15,14227,"Half_yearly","rural","Term","married"
21,"male",1200000,10,20,25155,"Monthly","semi-urban","ULIP","married"
37,"male",1350000,15,25,31362,"Yearly","urban","ULIP","unmarried"
58,"male",1500000,30,40,34002,"Quarterly","urban","ULIP","married"
21,"female",1200000,10,20,27033,"Monthly","urban","ULIP","unmarried"
22,"female",850000,5,15,12688,"Monthly","rural","Term","unmarried"
44,"male",8e+05,30,40,18464,"Half_yearly","urban","Term","married"
34,"female",6e+05,15,25,13980,"Monthly","rural","Term","married"
55,"female",1050000,30,40,29828,"Quarterly","urban","ULIP","unmarried"
19,"female",2e+05,5,15,6416,"Quarterly","semi-urban","Term","married"
53,"female",1250000,20,30,30804,"Monthly","semi-urban","ULIP","unmarried"
18,"female",8e+05,5,15,10805,"Monthly","rural","Term","married"
24,"female",5e+05,5,15,11981,"Monthly","rural","Term","unmarried"
26,"female",4e+05,10,20,10031,"Quarterly","urban","Term","unmarried"
26,"male",1400000,5,15,27902,"Half_yearly","rural","ULIP","unmarried"
18,"female",1e+06,5,15,13143,"Quarterly","semi-urban","Term","unmarried"
56,"female",1450000,25,35,34634,"Quarterly","urban","ULIP","unmarried"
60,"male",1200000,20,30,34212,"Monthly","urban","ULIP","unmarried"
32,"male",1e+06,20,30,16939,"Quarterly","urban","Term","married"
20,"female",450000,10,20,11101,"Quarterly","urban","Term","married"
39,"male",1400000,15,25,32892,"Monthly","urban","ULIP","married"
56,"female",250000,30,40,17001,"Monthly","rural","Endowment","married"
57,"male",1100000,25,35,32625,"Monthly","urban","ULIP","married"
30,"female",250000,10,20,6860,"Monthly","semi-urban","Term","married"
37,"male",5e+05,15,25,13203,"Monthly","rural","Term","married"
38,"male",4e+05,10,20,13329,"Monthly","urban","Term","unmarried"
36,"female",1150000,15,25,25299,"Yearly","rural","ULIP","unmarried"
22,"female",3e+05,10,20,8909,"Monthly","urban","Term","unmarried"
52,"female",1100000,20,30,28556,"Half_yearly","semi-urban","ULIP","unmarried"
28,"male",1100000,10,20,26819,"Monthly","semi-urban","ULIP","married"
25,"male",750000,5,15,16239,"Monthly","urban","Term","married"
26,"male",650000,10,20,15391,"Quarterly","urban","Term","unmarried"
49,"male",950000,25,35,24330,"Quarterly","urban","Endowment","unmarried"
48,"female",5e+05,20,30,21368,"Half_yearly","urban","Endowment","married"
24,"male",750000,5,15,16335,"Half_yearly","urban","Term","married"
58,"female",1450000,20,30,31786,"Yearly","semi-urban","ULIP","unmarried"
26,"female",850000,10,20,14863,"Monthly","semi-urban","Term","unmarried"
48,"male",350000,25,35,18786,"Yearly","urban","Endowment","married"
23,"male",450000,5,15,15074,"Yearly","urban","Term","married"
41,"female",1400000,30,40,34666,"Yearly","urban","ULIP","married"
45,"female",1400000,20,30,33146,"Quarterly","semi-urban","ULIP","unmarried"
58,"male",450000,25,35,19534,"Monthly","rural","Endowment","unmarried"
37,"male",4e+05,20,30,8503,"Monthly","urban","Term","married"
58,"female",5e+05,30,40,20695,"Monthly","rural","Endowment","unmarried"
58,"female",1e+06,25,35,24147,"Quarterly","rural","Endowment","married"
25,"female",1350000,5,15,29299,"Monthly","urban","ULIP","married"
44,"male",950000,25,35,17851,"Half_yearly","urban","Term","unmarried"
53,"male",1050000,25,35,30098,"Quarterly","urban","ULIP","unmarried"
38,"male",5e+05,15,25,14173,"Yearly","urban","Term","married"
54,"male",8e+05,30,40,21439,"Yearly","rural","Endowment","married"
53,"female",9e+05,30,40,24453,"Monthly","urban","Endowment","married"
52,"female",9e+05,20,30,24364,"Quarterly","urban","Endowment","unmarried"
55,"male",5e+05,20,30,23263,"Yearly","urban","Endowment","unmarried"
59,"male",1450000,30,40,32654,"Quarterly","semi-urban","ULIP","married"
37,"female",650000,10,20,15629,"Monthly","semi-urban","Term","married"
36,"female",250000,15,25,11924,"Quarterly","urban","Term","married"
40,"male",1250000,20,30,29703,"Monthly","rural","ULIP","married"
37,"male",8e+05,15,25,15950,"Monthly","semi-urban","Term","unmarried"
38,"male",1e+06,10,20,20395,"Monthly","urban","Term","married"
29,"male",650000,10,20,13743,"Quarterly","urban","Term","married"
29,"male",350000,10,20,9822,"Quarterly","urban","Term","married"
24,"female",1350000,10,20,31382,"Quarterly","urban","ULIP","unmarried"
58,"male",1050000,25,35,29611,"Monthly","semi-urban","ULIP","unmarried"
26,"female",9e+05,10,20,14890,"Half_yearly","rural","Term","married"
36,"female",3e+05,20,30,11882,"Monthly","urban","Term","married"
27,"male",1050000,10,20,25863,"Quarterly","semi-urban","ULIP","married"
43,"male",650000,20,30,17956,"Monthly","urban","Term","married"
34,"male",950000,20,30,19247,"Monthly","urban","Term","married"
24,"male",2e+05,5,15,7398,"Quarterly","semi-urban","Term","married"
56,"male",1300000,20,30,32333,"Quarterly","rural","ULIP","unmarried"
34,"male",750000,15,25,15750,"Quarterly","rural","Term","unmarried"
51,"female",1350000,20,30,30581,"Monthly","semi-urban","ULIP","married"
25,"male",3e+05,10,20,8032,"Monthly","semi-urban","Term","married"
42,"male",8e+05,25,35,19208,"Yearly","urban","Term","married"
39,"male",750000,10,20,17457,"Quarterly","rural","Term","unmarried"
43,"female",8e+05,20,30,15661,"Yearly","rural","Term","married"
41,"female",550000,20,30,13962,"Monthly","semi-urban","Term","married"
55,"female",1350000,30,40,31037,"Half_yearly","urban","ULIP","married"
49,"female",450000,20,30,16221,"Yearly","semi-urban","Endowment","unmarried"
22,"male",1100000,5,15,23581,"Quarterly","semi-urban","ULIP","married"
51,"female",1300000,25,35,31793,"Quarterly","semi-urban","ULIP","married"
46,"male",850000,30,40,19069,"Monthly","rural","Endowment","married"
52,"male",450000,20,30,17861,"Quarterly","rural","Endowment","unmarried"
43,"male",1500000,25,35,34273,"Yearly","urban","ULIP","unmarried"
18,"male",2e+05,10,20,6005,"Monthly","semi-urban","Term","married"
49,"male",750000,20,30,20095,"Monthly","rural","Endowment","unmarried"
21,"female",550000,10,20,11695,"Half_yearly","rural","Term","married"
25,"male",650000,10,20,13730,"Half_yearly","urban","Term","unmarried"
38,"male",5e+05,10,20,13568,"Monthly","semi-urban","Term","married"
50,"male",550000,20,30,22174,"Monthly","urban","Endowment","married"
59,"female",450000,30,40,17544,"Monthly","rural","Endowment","married"
49,"male",750000,30,40,20012,"Monthly","rural","Endowment","married"
57,"female",1250000,30,40,32352,"Quarterly","urban","ULIP","unmarried"
60,"female",1250000,25,35,30674,"Monthly","urban","ULIP","married"
20,"female",1450000,5,15,26897,"Half_yearly","urban","ULIP","unmarried"
55,"male",4e+05,20,30,17693,"Monthly","semi-urban","Endowment","unmarried"
57,"female",1050000,20,30,27421,"Monthly","semi-urban","ULIP","married"
45,"female",1350000,25,35,31005,"Quarterly","urban","ULIP","married"
60,"female",250000,20,30,15752,"Monthly","semi-urban","Endowment","married"
59,"female",1150000,30,40,30425,"Monthly","rural","ULIP","unmarried"
58,"female",7e+05,20,30,22957,"Quarterly","urban","Endowment","unmarried"
51,"male",6e+05,25,35,22091,"Yearly","urban","Endowment","married"
43,"male",1300000,30,40,27892,"Monthly","semi-urban","ULIP","married"
23,"female",7e+05,10,20,15253,"Monthly","urban","Term","unmarried"
40,"male",350000,20,30,12882,"Quarterly","urban","Term","widow"
43,"male",1150000,25,35,28190,"Monthly","semi-urban","ULIP","married"
56,"female",9e+05,30,40,21767,"Yearly","semi-urban","Endowment","unmarried"
21,"male",1050000,5,15,22662,"Quarterly","semi-urban","ULIP","married"
20,"female",550000,5,15,11474,"Quarterly","rural","Term","married"
29,"male",4e+05,5,15,11801,"Yearly","urban","Term","married"
57,"female",250000,30,40,16842,"Monthly","urban","Endowment","unmarried"
22,"female",750000,10,20,11082,"Quarterly","semi-urban","Term","married"
26,"male",1100000,10,20,27291,"Quarterly","urban","ULIP","unmarried"
60,"female",1300000,30,40,30315,"Monthly","semi-urban","ULIP","married"
59,"female",350000,25,35,17153,"Monthly","rural","Endowment","unmarried"
37,"female",1500000,20,30,31490,"Monthly","urban","ULIP","married"
32,"male",1e+06,20,30,16279,"Quarterly","semi-urban","Term","married"
43,"male",1200000,20,30,27116,"Quarterly","rural","ULIP","married"
54,"female",3e+05,20,30,21079,"Yearly","urban","Endowment","unmarried"
41,"male",1250000,30,40,29056,"Half_yearly","rural","ULIP","married"
35,"male",1200000,20,30,30624,"Monthly","rural","ULIP","married"
43,"female",550000,25,35,11468,"Monthly","rural","Term","married"
29,"female",1450000,5,15,27484,"Monthly","urban","ULIP","married"
26,"male",1100000,10,20,25084,"Monthly","rural","ULIP","unmarried"
55,"female",750000,25,35,24667,"Monthly","urban","Endowment","married"
43,"female",1350000,25,35,28445,"Yearly","semi-urban","ULIP","married"
34,"male",3e+05,10,20,6850,"Monthly","rural","Term","unmarried"
36,"male",8e+05,10,20,13923,"Quarterly","semi-urban","Term","married"
26,"male",1200000,10,20,28149,"Monthly","urban","ULIP","married"
43,"male",350000,25,35,11553,"Quarterly","rural","Term","married"
55,"male",8e+05,20,30,25846,"Quarterly","urban","Endowment","married"
53,"male",550000,25,35,17460,"Monthly","semi-urban","Endowment","married"
33,"female",7e+05,15,25,15207,"Half_yearly","rural","Term","unmarried"
32,"female",4e+05,20,30,12338,"Quarterly","urban","Term","unmarried"
43,"male",1100000,20,30,28611,"Monthly","urban","ULIP","married"
